,LAW_CAT_CD,OFNS_DESC,YEAR,CMPLNT_NUM
830,VIOLATION,OTHER STATE LAWS,2012.0,20
831,VIOLATION,OTHER STATE LAWS,2013.0,14
832,VIOLATION,OTHER STATE LAWS,2014.0,19
833,VIOLATION,OTHER STATE LAWS,2015.0,11
834,VIOLATION,OTHER STATE LAWS,2016.0,19
835,VIOLATION,OTHER STATE LAWS,2017.0,12
836,VIOLATION,OTHER TRAFFIC INFRACTION,2007.0,1
837,VIOLATION,OTHER TRAFFIC INFRACTION,2008.0,3
838,VIOLATION,OTHER TRAFFIC INFRACTION,2011.0,1
839,VIOLATION,OTHER TRAFFIC INFRACTION,2012.0,3
840,VIOLATION,OTHER TRAFFIC INFRACTION,2013.0,3
841,VIOLATION,OTHER TRAFFIC INFRACTION,2014.0,1
842,VIOLATION,OTHER TRAFFIC INFRACTION,2015.0,1
843,VIOLATION,UNDER THE INFLUENCE OF DRUGS,2009.0,1
844,VIOLATION,UNDER THE INFLUENCE OF DRUGS,2014.0,1
845,VIOLATION,UNDER THE INFLUENCE OF DRUGS,2015.0,1
846,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2006.0,7
847,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2007.0,3
848,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2008.0,5
849,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2009.0,9
850,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2010.0,5
851,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2011.0,8
852,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2012.0,5
853,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2013.0,10
854,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2014.0,5
855,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2015.0,2
856,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2016.0,3
857,VIOLATION,UNLAWFUL POSS. WEAP. ON SCHOOL,2017.0,2
